Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
g_C16236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16239, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16240, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16254, 0.145641025641, 0.35274596708, 0.0211157889554, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16255, 0.214358974359, 0.410376905382, 0.0187310397963, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16300, 0.146666666667, 0.353773310971, 0.0234062353199, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16327, 0.114871794872, 0.318867159825, 0.0121080526209, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16328, 0.129230769231, 0.335455179592, 0.0143587199815, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16330, 0.115897435897, 0.320101890419, 0.0152716149186, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16331, 0.0687179487179, 0.252973896365, 0.0126217527299, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16332, 0.142564102564, 0.349627772387, 0.0145822486369, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16334, 0.104615384615, 0.306057193866, 0.012521093314, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16335, 0.0933333333333, 0.290898989724, 0.0115870297859, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16336, 0.0841025641026, 0.277541569524, 0.0101464583616, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16338, 0.126153846154, 0.33202266979, 0.0156204993518, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16339, 0.108717948718, 0.311285008223, 0.0130993355783, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16353, 0.693333333333, 0.461109772421, 0.0159238155363, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0
g_C16355, 0.0687179487179, 0.252973896365, 0.00979984882725, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16356, 0.128205128205, 0.334318072062, 0.0145428273441, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16358, 0.114871794872, 0.318867159825, 0.0136968952055, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16359, 0.123076923077, 0.328525484678, 0.012422599875, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16360, 0.116923076923, 0.321328602844, 0.013323607564, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16361, 0.115897435897, 0.320101890419, 0.0119649694453, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16362, 0.147692307692, 0.35479471521, 0.0141874575107, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16365, 0.118974358974, 0.323758337161, 0.012790331997, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C16374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C16387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
